year,month_name,month_num,date,type,title,speaker,abstract,url
2018,SEP,9,5,Colloquium,"Human-in-the-Loop AI for Autonomous Problem Solving (or why humans ruin the best things)","Kartik Talamadupula, IBM",todo,http://www.cs.tufts.edu/t/colloquia/current/?event=1223
