YEAR,SEMESTER,COURSE_NUM,COURSE_TITLE,COURSE_URL,COURSE_IMG,INSTRUCTOR
2018,spring,COMP 135,Intro to Machine Learning,https://www.eecs.tufts.edu/~liulp/courses/comp135-2018-spring/,images/course_logos_200x200/intro_ml_image.jpg,Prof. Liping Liu
